,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,repay_fail
25471,726890,922361,5000,5000,5000,60 months,10,106.24,< 1 year,RENT,48000,Source Verified,Apr-11,Fully Paid,car,330xx,FL,9.28,1,Mar-04,0,18,6,0,3448,16.70%,10,6332.87,6332.87,5000,1332.87,Jul-15,1131.94,NA,Jun-16,0
25472,1006073,1232475,6000,6000,6000,36 months,6.03,182.62,10+ years,MORTGAGE,150000,Source Verified,Nov-11,Fully Paid,home_improvement,600xx,IL,8.1,0,Dec-83,3,72,15,0,10890,15.20%,38,6574.052163,6574.05,6000,574.05,Nov-14,185.72,NA,Nov-14,0
25473,552275,711671,1000,1000,1000,36 months,13.23,33.81,10+ years,OWN,52000,Not Verified,Jul-10,Fully Paid,credit_card,535xx,WI,7.02,0,Oct-94,0,26,5,0,888,22.20%,20,1216.957852,1216.96,1000,216.96,Aug-13,35.44,NA,Jul-14,0
25474,1001175,1227153,2500,2500,2500,36 months,16.77,88.85,2 years,RENT,28200,Not Verified,Oct-11,Fully Paid,moving,064xx,CT,23.02,0,Aug-06,2,NA,3,0,2983,96.20%,5,3133.855914,3133.86,2500,633.86,Jan-14,915.39,NA,Jun-16,0
25475,863723,1076868,6200,6200,6154.508733,36 months,8.9,196.87,< 1 year,RENT,65000,Source Verified,Sep-11,Fully Paid,wedding,900xx,CA,1.66,0,Jan-92,0,NA,3,0,3356,54.10%,7,7087.320001,7033.46,6200,887.32,Oct-14,203.52,NA,Sep-14,0
25476,673602,860982,10000,10000,10000,36 months,13.43,339.02,10+ years,MORTGAGE,62000,Verified,Feb-11,Fully Paid,debt_consolidation,917xx,CA,19.47,0,Jul-00,1,NA,9,0,5911,95.30%,30,10328.18345,10328.18,10000,328.18,Jun-11,9652.11,NA,Jun-11,0
25477,856974,1069387,12000,12000,12000,60 months,13.49,276.06,10+ years,MORTGAGE,82000,Source Verified,Aug-11,Fully Paid,debt_consolidation,140xx,NY,4.49,0,Sep-01,3,NA,5,0,2442,40.70%,18,14066.49975,14066.5,12000,2066.5,Feb-13,9660.47,NA,Jun-16,0
25478,852421,1064476,5000,5000,5000,36 months,11.99,166.05,4 years,RENT,34800,Not Verified,Aug-11,Fully Paid,credit_card,923xx,CA,18.83,1,Jul-02,0,13,4,0,5341,58.70%,11,5906.17272,5906.17,5000,906.17,Dec-13,1590.27,NA,Dec-13,0
25479,168100,167970,18000,18000,528.02,36 months,12.17,599.33,3 years,MORTGAGE,110244,Not Verified,Dec-07,Fully Paid,debt_consolidation,801xx,CO,18.3,0,Dec-95,1,0,12,0,18076,81.40%,25,21557.49245,631.95,17999.99,3557.5,Nov-10,5.19,NA,Nov-10,0
25480,729738,925552,30000,30000,29975,60 months,16.4,735.94,8 years,RENT,79000,Verified,Apr-11,Fully Paid,debt_consolidation,925xx,CA,13.87,0,Jan-93,1,NA,10,0,13773,65.90%,24,37590.80639,37559.48,30000,7590.81,Jan-13,22886.66,NA,Feb-13,0
25481,587967,755457,8000,8000,7950,36 months,13.61,271.91,10+ years,MORTGAGE,120000,Source Verified,Sep-10,Fully Paid,debt_consolidation,606xx,IL,14.55,0,Jan-91,2,55,15,0,10263,42.90%,38,9789.178444,9728,8000,1789.18,Oct-13,307.94,NA,Nov-14,0
25482,673945,861409,4000,4000,4000,36 months,10,129.07,5 years,RENT,28008,Source Verified,Feb-11,Fully Paid,debt_consolidation,326xx,FL,15.9,0,Jan-07,0,NA,4,0,3494,63.50%,7,4624.841553,4624.84,4000,624.84,Aug-13,890.26,NA,Apr-15,0
25483,481682,612631,12000,12000,11975,36 months,10.99,392.83,< 1 year,RENT,90000,Not Verified,Feb-10,Fully Paid,other,222xx,VA,13.43,0,Sep-94,1,41,7,0,22853,58.70%,18,14088.66582,14059.31,12000,2088.67,Sep-12,2339.84,NA,Mar-13,0
25484,886952,1103026,22400,14350,14190.7966,60 months,18.64,369.42,9 years,RENT,50000,Verified,Sep-11,Current,debt_consolidation,030xx,NH,18.67,0,Dec-02,0,NA,5,1,6430,64.90%,8,20665.12,20279.02,12917.85,7747.27,Jun-16,369.42,Jul-16,Jun-16,0
25485,995682,1220277,14000,14000,14000,36 months,7.9,438.07,4 years,MORTGAGE,60000,Source Verified,Oct-11,Fully Paid,credit_card,442xx,OH,10.16,0,Jan-96,0,NA,9,0,12845,39.20%,25,15304.57679,15304.58,14000,1304.58,Jun-13,923.81,NA,Jun-16,0
25486,503209,647535,6250,6250,6250,36 months,15.33,217.68,3 years,RENT,20000,Not Verified,May-10,Fully Paid,debt_consolidation,741xx,OK,15.54,0,May-06,0,NA,4,0,10370,87.90%,5,7815.456547,7815.46,6250,1550.46,Feb-13,39.59,NA,Feb-13,0
25487,609232,781466,10000,7125,7125,36 months,5.79,216.08,10+ years,RENT,75000,Not Verified,Nov-10,Fully Paid,debt_consolidation,103xx,NY,13.61,0,Jan-91,2,NA,9,0,7415,13.80%,17,7769.480753,7769.48,7125,644.48,Jul-13,1106.78,NA,Apr-16,0
25488,502992,647179,20000,20000,18727.1286,36 months,10.62,651.2,4 years,RENT,105000,Source Verified,Apr-10,Fully Paid,debt_consolidation,756xx,TX,19.2,0,Jun-98,0,64,10,0,18377,29.30%,39,23285.79657,21767.6,20000,3285.8,Sep-12,5079.2,NA,Sep-12,0
25489,574768,739395,5600,5600,5500,60 months,11.86,124.18,9 years,MORTGAGE,95000,Verified,Sep-10,Fully Paid,home_improvement,088xx,NJ,13.73,0,Jul-97,0,33,10,0,15811,37.50%,27,5869.869525,5765.05,5600,269.87,Feb-11,5375.54,NA,Feb-11,0
25490,438597,528626,6500,6500,6399.991706,36 months,7.4,201.89,10+ years,OWN,18000,Verified,Sep-09,Fully Paid,debt_consolidation,261xx,WV,14.13,0,Jan-90,0,NA,6,0,6954,25.30%,11,7267.763371,7149.77,6500,767.76,Sep-12,216.3,NA,Sep-12,0
25491,889595,1106128,23000,23000,22475,60 months,9.91,487.67,10+ years,MORTGAGE,66996,Verified,Oct-11,Fully Paid,debt_consolidation,750xx,TX,8.15,0,Dec-96,0,NA,12,0,4822,14.60%,46,28562.78994,27910.81,23000,5562.79,Apr-15,9057.33,NA,Apr-15,0
25492,790084,994154,12000,12000,11950,60 months,12.99,272.98,< 1 year,RENT,36000,Source Verified,Jul-11,Fully Paid,debt_consolidation,951xx,CA,23.67,0,Feb-01,1,NA,15,0,7385,51.60%,22,15505.02782,15440.42,12000,3505.03,Jun-14,6259.96,NA,Jun-16,0
25493,561809,722985,12000,12000,11950,60 months,21.27,326.47,1 year,RENT,24000,Verified,Aug-10,Does not meet the credit policy. Status:Charged Off,other,330xx,FL,1.25,0,Mar-07,4,NA,3,0,525,35%,5,16756,16686.18,9009.54,7308.85,Oct-14,326.47,Apr-15,Mar-15,1
25494,984924,1208778,14500,14500,14500,36 months,6.62,445.21,3 years,RENT,55000,Source Verified,Oct-11,Fully Paid,debt_consolidation,605xx,IL,21.58,0,Jul-00,1,NA,11,0,2170,24.90%,35,15483.3771,15483.38,14500,983.38,Jan-13,9261.51,NA,Feb-14,0
25495,550284,709324,25000,25000,24900,60 months,16.82,618.9,10+ years,MORTGAGE,89697,Verified,Aug-10,Fully Paid,credit_card,070xx,NJ,19.37,0,Apr-82,0,NA,21,0,39443,41.70%,51,36396.74041,36251.15,25000,11396.74,Jul-14,8010.92,NA,Jun-16,0
25496,1010894,1237938,8000,8000,8000,36 months,16.29,282.41,4 years,RENT,19200,Verified,Nov-11,Charged Off,other,956xx,CA,9.5,0,Jan-04,2,29,9,0,4837,66.30%,24,2647.33,2647.33,1456.44,800.19,Aug-12,282.41,NA,Dec-12,1
25497,215142,215085,8400,8400,2550,36 months,8.38,264.71,< 1 year,MORTGAGE,38100,Not Verified,Jan-08,Fully Paid,medical,080xx,NJ,13.1,0,Apr-87,0,0,7,0,3451,19.40%,10,9529.172183,2892.78,8400,1129.17,Jan-11,279.69,NA,Jan-11,0
25498,701284,893053,15000,15000,15000,36 months,7.66,467.7,10+ years,MORTGAGE,148000,Source Verified,Mar-11,Fully Paid,home_improvement,281xx,NC,5.85,0,Jun-89,0,NA,8,0,14259,27.90%,22,16837.05104,16837.05,15000,1837.05,Apr-14,552.41,NA,Mar-14,0
25499,825698,1034513,21000,21000,20975,36 months,10.59,683.45,1 year,MORTGAGE,74800,Verified,Jul-11,Fully Paid,credit_card,920xx,CA,18.16,0,Feb-81,0,25,18,0,35354,74.40%,35,24283.96455,24255.06,21000,3283.96,Oct-13,7202.86,NA,Oct-13,0
25500,711095,903955,28000,28000,8850,36 months,10.74,913.25,10+ years,MORTGAGE,120000,Verified,Mar-11,Fully Paid,debt_consolidation,980xx,WA,13.19,0,Jul-89,5,NA,9,0,12023,24.10%,37,28251.52,8930.12,28000,251.52,May-11,28252.33,NA,May-11,0
25501,675971,863840,1800,1800,1800,36 months,5.42,54.29,1 year,RENT,33000,Not Verified,Feb-11,Fully Paid,debt_consolidation,946xx,CA,18.75,0,Dec-03,0,NA,7,0,369,10.50%,21,1904.53809,1904.54,1800,104.54,Jul-12,1092.54,NA,Nov-15,0
25502,807184,1013713,8500,8500,8500,36 months,14.79,293.79,10+ years,MORTGAGE,59826,Verified,Jul-11,Charged Off,debt_consolidation,330xx,FL,24.47,0,May-95,1,74,20,0,12562,49.30%,26,6693.15,6693.15,4730.06,1718.65,May-13,602.58,NA,Oct-13,1
25503,683871,873248,5600,5600,5600,60 months,15.65,135.15,6 years,MORTGAGE,70000,Source Verified,May-11,Fully Paid,debt_consolidation,023xx,MA,17.91,1,Dec-96,1,22,22,0,6573,30.60%,52,8103.429995,8103.43,5600,2503.43,Mar-16,402.43,NA,Feb-16,0
25504,716335,910143,9275,9275,9275,36 months,7.29,287.62,4 years,MORTGAGE,44004,Verified,Apr-11,Fully Paid,debt_consolidation,805xx,CO,10.69,0,Sep-00,0,NA,9,0,9710,38.50%,14,10344.47073,10344.47,9275,1069.47,Jan-14,1153.59,NA,Feb-14,0
25505,594196,763032,20000,20000,19692.19803,60 months,11.49,439.76,6 years,MORTGAGE,103000,Verified,Oct-10,Fully Paid,debt_consolidation,891xx,NV,7.76,0,Oct-94,2,NA,8,0,25463,52.20%,24,26026.32956,25623.51,19999.99,6026.34,Sep-14,5908.49,NA,Sep-14,0
25506,1020721,1249720,5000,5000,5000,36 months,7.51,155.56,4 years,RENT,24000,Not Verified,Nov-11,Fully Paid,other,606xx,IL,25.75,0,Dec-03,2,48,13,0,3987,25.70%,39,5615.886804,5615.89,5000,600.89,Dec-14,4.24,NA,Dec-14,0
25507,830744,1039915,3000,3000,2750,36 months,11.99,99.63,10+ years,MORTGAGE,133000,Verified,Aug-11,Fully Paid,credit_card,027xx,MA,16.36,0,Sep-90,0,NA,16,0,42095,88.40%,31,3586.619763,3287.73,3000,586.62,Aug-14,100.3,NA,Jun-16,0
25508,516837,667947,10000,10000,9850,60 months,13.11,228.1,8 years,MORTGAGE,119000,Verified,May-10,Does not meet the credit policy. Status:Fully Paid,wedding,087xx,NJ,7.35,0,May-99,4,NA,14,1,1467,7%,27,13500.71593,13298.21,10000,3500.72,Jun-14,2783.02,Jun-14,Jun-14,0
25509,511970,661388,3000,3000,3000,36 months,6.76,92.31,n/a,OWN,21600,Not Verified,May-10,Fully Paid,other,173xx,PA,8.33,0,Sep-81,1,NA,8,0,329,2.20%,14,3323.59994,3323.6,3000,323.6,May-13,108.97,NA,May-13,0
25510,998203,1223331,8900,8900,8900,36 months,11.71,294.38,3 years,MORTGAGE,120000,Verified,Oct-11,Fully Paid,other,124xx,NY,1.18,1,Aug-75,2,7,17,0,20384,31.30%,28,10597.51433,10597.51,8900,1697.51,Nov-14,305.26,NA,Nov-14,0
25511,891799,1108714,20125,20125,20100,60 months,10.65,434.07,2 years,MORTGAGE,42000,Verified,Oct-11,Fully Paid,debt_consolidation,774xx,TX,27.29,0,Jun-87,0,NA,14,0,20537,25.70%,26,25134.5426,25103.32,20125,5009.54,Dec-14,9099.81,NA,Dec-14,0
25512,776594,978956,1050,1050,1050,36 months,8.49,33.15,6 years,MORTGAGE,61000,Source Verified,Jun-11,Fully Paid,credit_card,433xx,OH,20.12,0,Jun-99,2,NA,11,0,6195,30.50%,40,1091.816945,1091.82,1050,41.82,Dec-11,927.26,NA,Jan-13,0
25513,445182,543498,9000,9000,9000,36 months,13.92,307.24,< 1 year,RENT,30000,Source Verified,Oct-09,Fully Paid,debt_consolidation,770xx,TX,12.04,0,Oct-05,0,NA,6,0,7171,59.30%,7,10836.5621,10836.56,9000,1836.56,Nov-11,3470.14,NA,Nov-11,0
25514,428539,507162,18000,18000,15706.36468,36 months,17.58,646.96,5 years,RENT,48000,Verified,Jul-09,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,190xx,PA,13.82,0,May-04,7,NA,12,0,9611,93.30%,21,23290.24711,19942.58,18000,5290.25,Aug-12,686.78,Sep-12,Oct-13,0
25515,1065721,1299839,10000,10000,10000,36 months,12.42,334.16,10+ years,RENT,43000,Not Verified,Dec-11,Fully Paid,credit_card,111xx,NY,11.58,0,Apr-00,0,51,13,0,13034,65.50%,33,12029.45,12029.45,10000,2029.45,Jan-15,345.52,NA,Jun-16,0
25516,753616,953274,8500,8500,8500,60 months,11.99,189.04,3 years,MORTGAGE,48000,Source Verified,May-11,Fully Paid,debt_consolidation,274xx,NC,16,0,Dec-02,1,NA,17,0,7800,20.30%,26,9448.174496,9448.17,8500,948.17,Jun-12,7377.94,NA,May-12,0
25517,803881,1009687,8450,8450,8200,36 months,10.99,276.61,10+ years,MORTGAGE,50000,Not Verified,Jul-11,Fully Paid,debt_consolidation,342xx,FL,22.01,0,Dec-97,0,NA,8,0,9262,47.50%,27,9957.62683,9663.02,8450,1507.63,Jul-14,297.59,NA,Jul-14,0
25518,500643,643125,11500,11500,11475,36 months,14.22,394.27,3 years,RENT,32000,Not Verified,Apr-10,Fully Paid,debt_consolidation,931xx,CA,23.1,0,May-02,2,NA,8,0,17215,91.60%,14,14166.77098,14135.97,11500,2666.77,Feb-13,1588.21,NA,Feb-13,0
25519,460569,575044,15000,15000,14850,36 months,11.83,497.01,4 years,RENT,60000,Not Verified,Nov-09,Fully Paid,debt_consolidation,223xx,VA,10.44,0,Jan-01,0,NA,7,0,5011,38.50%,19,17187.21002,17015.34,15000,2187.21,Jul-11,8264.81,NA,Jun-16,0
25520,847243,1058708,35000,35000,35000,60 months,19.29,913.52,10+ years,MORTGAGE,120000,Verified,Aug-11,Fully Paid,major_purchase,088xx,NJ,22.88,0,Oct-87,0,42,16,0,115836,82.10%,38,46746.66616,46746.67,35000,11746.67,Sep-13,25744.02,NA,Jan-16,0
25521,445768,544636,8000,8000,8000,36 months,12.18,266.4,2 years,RENT,50000,Not Verified,Oct-09,Fully Paid,debt_consolidation,604xx,IL,8.54,0,Jun-03,0,NA,10,0,7690,65.60%,14,9587.694369,9587.69,8000,1587.69,Sep-12,539.91,NA,Jan-16,0
25522,649352,830747,7000,7000,6975,36 months,13.43,237.32,3 years,RENT,45000,Not Verified,Jan-11,Fully Paid,major_purchase,919xx,CA,11.68,0,Jun-07,1,NA,5,0,4105,52%,7,7154.991857,7129.44,7000,154.99,Mar-11,6919.16,NA,Mar-11,0
25523,805371,1011389,5300,5300,5300,36 months,7.51,164.89,6 years,MORTGAGE,65304,Not Verified,Oct-11,Fully Paid,debt_consolidation,851xx,AZ,11.34,2,Sep-98,2,12,7,0,5031,26.10%,25,5593.969964,5593.97,5300,293.97,Sep-12,4114.08,NA,Sep-12,0
25524,453442,560571,4500,4500,4475,36 months,11.14,147.62,< 1 year,RENT,32000,Not Verified,Oct-09,Charged Off,credit_card,300xx,GA,12.98,0,Feb-04,3,NA,5,0,10491,27%,5,4476.97,4452.1,3642.03,785.97,May-12,147.62,NA,Dec-14,1
25525,680433,869236,2500,2500,2500,36 months,6.92,77.11,6 years,OWN,31577,Not Verified,Feb-11,Fully Paid,car,364xx,AL,8.21,0,Sep-99,1,NA,5,0,2927,41.80%,21,2736.335818,2736.34,2500,236.34,Feb-13,1042.05,NA,Feb-13,0
25526,444021,540894,8000,8000,8000,36 months,13.92,273.1,2 years,RENT,74000,Not Verified,Sep-09,Fully Paid,debt_consolidation,442xx,OH,4.2,0,Jan-95,1,NA,12,1,9172,66%,30,9518.495281,9518.5,8000,1518.5,Aug-11,3791.98,NA,Apr-16,0
25527,651216,833038,25000,25000,23583.41013,60 months,16.4,613.28,6 years,RENT,119400,Source Verified,Jan-11,Charged Off,debt_consolidation,902xx,CA,3.33,0,Jun-73,1,NA,5,0,13521,72.70%,9,27028.35,24115.44,11921.82,9541.8,Feb-14,614.56,NA,Feb-15,1
25528,985200,1208685,5400,5400,5400,36 months,8.9,171.47,10+ years,MORTGAGE,38000,Verified,Nov-11,Fully Paid,other,770xx,TX,29.03,0,Oct-86,1,NA,22,0,26562,35.40%,41,6173.26902,6173.27,5400,773.27,Nov-14,175.34,NA,Nov-14,0
25529,971457,1193195,15600,15600,15350,36 months,7.9,488.13,6 years,MORTGAGE,90000,Not Verified,Oct-11,Fully Paid,credit_card,444xx,OH,16.35,0,Feb-80,0,NA,14,0,15610,69.10%,18,17572.59752,17290.99,15600,1972.6,Oct-14,493.85,NA,Jun-16,0
25530,541189,698599,12500,12500,12400,36 months,7.51,388.89,8 years,MORTGAGE,63720,Verified,Jul-10,Fully Paid,credit_card,303xx,GA,7.29,0,Oct-99,0,NA,12,0,12902,24.10%,18,14000.15071,13888.15,12500,1500.15,Jul-13,431.46,NA,Jul-13,0
25531,979677,1202835,20000,20000,20000,60 months,18.25,510.6,10+ years,MORTGAGE,360000,Verified,Oct-11,Current,other,891xx,NV,1.99,0,Nov-89,1,41,13,0,97371,70.50%,21,28546.39,28546.39,18010.34,10536.05,Jun-16,510.6,Jul-16,Jun-16,0
25532,599147,768975,4800,4800,4800,36 months,14.72,165.74,< 1 year,MORTGAGE,136000,Not Verified,Oct-10,Fully Paid,debt_consolidation,890xx,NV,20.9,0,Feb-91,3,NA,7,0,46809,75.10%,26,5967.255589,5967.26,4800,1167.26,Nov-13,178.75,NA,Oct-14,0
25533,890816,1107523,6000,6000,6000,36 months,13.49,203.59,< 1 year,RENT,45000,Source Verified,Sep-11,Charged Off,debt_consolidation,744xx,OK,23.68,0,Apr-98,1,NA,8,0,7872,76.40%,16,6514.88,6514.88,5206.06,1308.82,Jul-14,30.24,NA,Jun-16,1
25534,714113,907459,35000,35000,4450,60 months,12.68,790.64,3 years,MORTGAGE,101000,Verified,Mar-11,Fully Paid,home_improvement,760xx,TX,10.16,0,Jul-90,2,NA,9,0,13190,19.50%,35,47014.28998,5977.53,35000,12014.29,Aug-15,2865.98,NA,Aug-15,0
25535,667962,853923,12000,12000,11950,36 months,7.29,372.12,4 years,MORTGAGE,52000,Verified,Feb-11,Fully Paid,credit_card,565xx,MN,18.88,0,Jun-96,0,NA,14,0,21870,38.80%,26,12281.70018,12230.52,12000,281.7,Jun-11,11170.86,NA,Jun-11,0
25536,561248,722304,12000,12000,11500,36 months,10.38,389.36,10+ years,MORTGAGE,42000,Not Verified,Aug-10,Fully Paid,debt_consolidation,490xx,MI,19.17,0,May-98,2,39,9,0,14063,36.30%,29,13802.40387,13227.3,12000,1802.4,Sep-12,4466.56,NA,Oct-12,0
25537,459431,572678,12000,12000,11900,36 months,11.14,393.65,2 years,RENT,45000,Not Verified,Dec-09,Charged Off,debt_consolidation,180xx,PA,23.2,0,May-99,0,NA,4,0,3663,28.20%,17,10758.56,10668.94,4848.8,2045.37,Dec-11,400,NA,Jan-16,1
25538,763325,963887,1000,1000,1000,36 months,17.49,35.9,< 1 year,RENT,36000,Source Verified,May-11,Charged Off,moving,921xx,CA,20.4,0,Dec-00,0,51,4,0,9026,98.10%,12,35.71,35.71,21.21,14.5,Jul-11,35.9,NA,Jun-16,1
25539,881518,1096593,20000,20000,18425,60 months,15.27,478.64,10+ years,RENT,102000,Verified,Sep-11,Fully Paid,debt_consolidation,064xx,CT,10.86,0,Feb-94,1,NA,12,0,90210,57.20%,19,21000.74737,19346.94,20000,1000.75,Jan-12,19573.35,NA,Jun-16,0
25540,395645,435312,15200,15200,10132.49,36 months,12.21,506.39,10+ years,MORTGAGE,52000,Not Verified,Apr-09,Fully Paid,credit_card,362xx,AL,19.32,0,May-98,0,NA,12,0,32709,53.60%,27,18229.85793,11567.68,15199.99,3029.87,May-12,515.84,NA,May-12,0
25541,999244,1224605,9000,9000,9000,36 months,12.42,300.74,2 years,RENT,77800,Source Verified,Oct-11,Fully Paid,debt_consolidation,016xx,MA,3.05,0,Apr-05,0,NA,3,0,9158,73.30%,6,10732.6394,10732.64,9000,1732.64,Jul-14,225.9,NA,Jul-14,0
25542,633383,811453,10000,10000,9925,60 months,12.98,227.43,10+ years,RENT,47885.15,Verified,Dec-10,Fully Paid,medical,189xx,PA,6.11,0,Dec-85,0,NA,5,0,5954,14.70%,5,13645.67,13543.33,10000,3645.67,Jan-16,227.3,NA,Dec-15,0
25543,479779,609699,10000,10000,10000,36 months,7.51,311.1,9 years,MORTGAGE,94000,Not Verified,Jan-10,Fully Paid,moving,809xx,CO,5.96,0,Aug-97,2,NA,6,0,202,1.30%,15,10554.49499,10554.49,10000,554.49,Dec-10,7763.74,NA,Dec-10,0
25544,973573,1195592,35000,35000,34750,60 months,12.42,786.01,4 years,RENT,1.00E+05,Verified,Oct-11,Current,credit_card,079xx,NJ,10.97,0,Feb-92,0,NA,9,0,15387,54.60%,25,44004.8,43690.52,31928.79,12076.01,Jun-16,786.01,Jul-16,Jun-16,0
25545,552630,708107,20000,20000,19852.54,60 months,16.32,489.77,5 years,OWN,68000,Source Verified,Jul-10,Fully Paid,credit_card,852xx,AZ,5.93,0,May-00,2,NA,2,0,4597,92.20%,8,29386.03903,29152.2,20000,9386.04,Aug-15,509.53,NA,Jun-16,0
25546,687338,877341,4500,4500,4341.92,36 months,10,145.21,4 years,MORTGAGE,73000,Source Verified,Mar-11,Charged Off,credit_card,925xx,CA,7.02,0,Jan-94,3,NA,8,0,5034,21%,15,578.48,578.48,434.48,144,Jul-11,145.21,NA,Jun-16,1
25547,719196,913509,30000,30000,25450.0011,60 months,17.14,747.84,4 years,MORTGAGE,174996,Source Verified,Apr-11,Charged Off,debt_consolidation,330xx,FL,17.96,0,Jan-00,0,NA,6,0,46374,55.40%,17,5746.92,4873.74,1944.92,2496.82,Nov-11,747.84,NA,Feb-12,1
25548,1016562,1244074,14000,14000,14000,60 months,13.49,322.07,10+ years,MORTGAGE,45000,Verified,Nov-11,Charged Off,debt_consolidation,741xx,OK,14.43,0,Dec-94,3,NA,6,0,18193,83.10%,14,12979.01,12979.01,3252.56,2522.02,May-13,322.07,NA,Oct-13,1
25549,602016,772435,8000,8000,6675,60 months,16.69,197.49,< 1 year,RENT,20400,Source Verified,Oct-10,Charged Off,vacation,927xx,CA,13,0,Feb-02,2,26,4,0,5609,83.70%,13,1520.12,1267.44,533.33,646.45,May-11,197.49,NA,Oct-11,1
25550,294684,294681,18000,18000,6975,36 months,10.39,584.12,3 years,MORTGAGE,205000,Not Verified,Mar-08,Fully Paid,credit_card,301xx,GA,12.27,0,Jan-93,2,55,13,0,77034,32.30%,36,18424.6635,7139.6,18000,424.66,Mar-09,586.87,NA,Feb-09,0
25551,477502,605708,7500,7500,7350,36 months,12.18,249.75,2 years,RENT,26000,Not Verified,Jan-10,Fully Paid,debt_consolidation,945xx,CA,0,0,Jul-01,3,NA,5,0,0,0%,28,8991.60905,8811.78,7500,1491.61,Feb-13,264.86,NA,Feb-16,0
25552,492875,630401,3400,3400,2400,36 months,9.88,109.52,4 years,RENT,37500,Not Verified,Apr-10,Fully Paid,major_purchase,314xx,GA,5.92,0,Oct-88,0,NA,3,0,10036,31.50%,6,3933.815813,2776.81,3400,533.82,Dec-12,544.09,NA,Dec-12,0
25553,581087,736578,25000,18600,17653.64888,36 months,17.56,668.34,3 years,RENT,150000,Verified,Sep-10,Fully Paid,debt_consolidation,112xx,NY,8.34,0,Apr-91,1,29,5,0,26692,95.10%,16,23346.60997,21923.05,18600,4746.61,Oct-12,8016.1,NA,Oct-12,0
25554,565876,727992,18250,18250,18250,36 months,14.27,626.14,8 years,RENT,45000,Not Verified,Oct-11,Fully Paid,debt_consolidation,480xx,MI,21.2,0,May-96,0,42,14,0,25105,85.10%,20,22541.86601,22541.87,18250,4291.87,Nov-14,637.29,NA,Jun-16,0
25555,449731,552604,6000,6000,5900,36 months,12.87,201.8,1 year,RENT,36400,Not Verified,Oct-09,Fully Paid,other,320xx,FL,1.75,0,Sep-04,2,NA,7,0,3867,32.50%,13,6732.982473,6620.77,6000,732.98,Nov-10,4897.86,NA,Jun-11,0
25556,819322,1027408,15000,15000,15000,36 months,8.49,473.45,7 years,RENT,95600,Verified,Jul-11,Charged Off,credit_card,913xx,CA,15.21,0,Aug-99,0,NA,12,0,9723,40.70%,25,5584.53,5584.53,4168.64,1016.98,Jul-12,473.45,NA,Nov-12,1
25557,613836,786971,23000,15925,15825,60 months,10.36,341.19,10+ years,MORTGAGE,120000,Verified,Nov-10,Fully Paid,debt_consolidation,960xx,CA,16.16,0,Jul-94,0,NA,8,0,23395,35%,27,20466.44999,20337.93,15925,4541.45,Oct-15,1025.02,NA,Jun-16,0
25558,1031564,1260984,14000,14000,14000,60 months,14.65,330.5,8 years,RENT,81000,Source Verified,Nov-11,Current,credit_card,775xx,TX,22.33,0,Feb-00,2,NA,9,0,29225,77.70%,19,17845.44,17845.44,12098.78,5746.66,Jun-16,330.5,Jul-16,Jun-16,0
25559,520129,672374,3000,3000,3000,36 months,15.33,104.49,2 years,RENT,42708,Not Verified,May-10,Fully Paid,other,112xx,NY,1.69,0,Dec-06,1,NA,3,0,2071,82.80%,3,3761.427376,3761.43,3000,761.43,Jun-13,106.93,NA,Jun-13,0
25560,465617,584362,5000,5000,4950,36 months,14.96,173.23,10+ years,RENT,30796.8,Not Verified,Dec-09,Fully Paid,debt_consolidation,640xx,MO,14.69,0,Oct-96,0,54,5,0,11886,90%,11,6236.045613,6173.69,5000,1236.05,Dec-12,183.26,NA,Dec-12,0
25561,555859,715832,10800,10800,10800,60 months,17.19,269.52,5 years,MORTGAGE,39996,Verified,Aug-10,Fully Paid,debt_consolidation,142xx,NY,13.17,0,Jan-00,0,NA,13,0,7552,48.40%,34,12542.61881,12542.62,10800,1742.62,Sep-11,9582.23,NA,Aug-14,0
25562,645742,826248,16000,16000,15975,60 months,18.17,407.78,1 year,MORTGAGE,2.00E+05,Verified,Jan-11,Fully Paid,debt_consolidation,601xx,IL,16.11,3,Oct-82,0,3,19,0,19681,67.60%,40,24482.16,24443.91,16000,8467.16,Jan-16,423.14,NA,Jun-16,0
25563,412331,465107,6000,6000,6000,36 months,9.32,191.69,< 1 year,RENT,18996,Source Verified,Jun-09,Fully Paid,home_improvement,067xx,CT,17.94,0,Jul-89,1,NA,8,0,8962,40.70%,16,6900.429918,6900.43,6000,900.43,Jun-12,224.82,NA,Nov-15,0
25564,498579,639547,10000,10000,9875,36 months,10.25,323.85,< 1 year,MORTGAGE,55000,Verified,Mar-10,Fully Paid,debt_consolidation,852xx,AZ,11.59,0,Oct-00,2,NA,8,0,27062,53.10%,15,11402.40019,11259.87,10000,1402.4,Jun-12,187.29,NA,Jan-16,0
